Instruction,Input,Output,materi,question_id,Template,correct_answer
Write a function to print the following pattern in Python.,n = 3,"def print_pattern(n): 
  
    # outer loop to handle number of rows 
    for i in range(1,n+1): 
      
        # inner loop to handle number of columns 
        for j in range(1,i+1): 
          
            # printing stars 
            print('* ', end="""") 
       
        # ending line after each row 
        print(""\r"") 
  
# Driver Code 
n = 3
print_pattern(n)

Output:
* 
* * 
* * *",Introduction Python,5013,"def print_pattern(n): 
  
    # outer loop to handle number of rows 
    for i in range(1,n+1): 
      
        # inner loop to handle number of columns 
        for j in range(1,i+1): 
          
            # printing stars 
            print(___) 
       
        # ending line after each row 
        print(""\r"") 
  
# Driver Code 
n = 3
print_pattern(n)

Output:
* 
* * 
* * *","'* ', end="""""
"Edit the following Python script to randomly select 10 numbers between 10 and 20, store them in the list lst, and print them out.",lst = [],"import random
lst = random.sample(range(10, 21), 10)
print(lst)",Introduction Python,5033,"import random
lst = random.sample(range(10, 21), 10)
print(___)",lst
Create a function in Python to print the first n numbers of the Fibonacci series.,6,"def Fibonacci(n): 
 a = 0
 b = 1
if n<0: 
 print(""Incorrect input"") 
elif n==0: 
 print(a) 
elif n==1: 
 print(b) 
else: 
 print(a)
 print(b)
 for i in range(2,n): 
 c = a + b 
 a = b 
 b = c 
 print(b)",Introduction Python,5079,"def Fibonacci(n): 
 a = 0
 b = 1
if n<0: 
 print(___) 
elif n==0: 
 print(a) 
elif n==1: 
 print(b) 
else: 
 print(a)
 print(b)
 for i in range(2,n): 
 c = a + b 
 a = b 
 b = c 
 print(b)","""Incorrect input"""
Write a python program to iterate over two lists and print only the common items.,"list1 = [1, 2, 3, 4, 5]
list2 = [4, 5, 6, 7, 8]","list1 = [1, 2, 3, 4, 5]
list2 = [4, 5, 6, 7, 8]

for i in list1:
  if i in list2: 
    print(i)",Introduction Python,5081,"list1 = [1, 2, 3, 4, 5]
list2 = [4, 5, 6, 7, 8]

for i in list1:
  if i in list2: 
    print(___)",i
Generate a Python code to print the frequencies of the characters of a given string.,"""Hello World!""","freq={}
for ch in ""Hello World!"":
 if ch in freq:
 freq[ch] +=1
 else:
 freq[ch] = 1

for key, value in freq.items():
 print(""{}:{}"".format(key,value))",Introduction Python,5086,"freq={}
for ch in ""Hello World!"":
 if ch in freq:
 freq[ch] +=1
 else:
 freq[ch] = 1

for key, value in freq.items():
 print(___))","""{}:{}"".format(key,value"
Create a basic scoring engine in Python that takes two numbers and returns the higher of the two.,"5, 6","def higher_number(num1, num2):
 if num1 > num2:
 return num1
 else:
 return num2

print(higher_number(5, 6)) # 6",Introduction Python,5092,"def higher_number(num1, num2):
 if num1 > num2:
 return num1
 else:
 return num2

print(___)) # 6","higher_number(5, 6"
Write a python script to print the nth Fibonacci number.,6,"""""""
Python script to print the nth Fibonacci number
""""""

def fibonacci(num):
    a, b = 0, 1
    for _ in range(num):
        a, b = b, a+b
    return a

num = int(input(""Enter a number: ""))
print(""The Fibonacci number at position {0} is {1}"".format(num, fibonacci(num)))",Introduction Python,5108,"""""""
Python script to print the nth Fibonacci number
""""""

def fibonacci(num):
    a, b = 0, 1
    for _ in range(num):
        a, b = b, a+b
    return a

num = int(input(""Enter a number: ""))
print(___)))","""The Fibonacci number at position {0} is {1}"".format(num, fibonacci(num"
Write a Python program to print a given number with commas separating the thousands.,12345678,"n = 12345678
# method 1
 print(""{:,}"".format(n))
# method 2 
print(f""{n:,}"")",Introduction Python,5121,"n = 12345678
# method 1
 print(___))
# method 2 
print(f""{n:,}"")","""{:,}"".format(n"
Create a function in Python to print a number pyramid given a height.,3,"def pyramid(h): 
    
    for i in range(0, h): 
        for j in range(0, h-i-1): 
            print(end="" "") 
        for j in range(0, i+1): 
            print(""* "", end="""") 
        print(""\r"") 

pyramid(3)",Introduction Python,5123,"def pyramid(h): 
    
    for i in range(0, h): 
        for j in range(0, h-i-1): 
            print(___) 
        for j in range(0, i+1): 
            print(""* "", end="""") 
        print(""\r"") 

pyramid(3)","end="" """
Modify the given program to print the output in reverse order,"def print_list(lst):
    for i in lst:
        print(i)

word_list = [""Python"", ""is"", ""fun""]

print_list(word_list)","def print_list_reverse(lst):
    for i in reversed(lst):
        print(i)

word_list = [""Python"", ""is"", ""fun""]

print_list_reverse(word_list)",Introduction Python,5134,"def print_list_reverse(lst):
    for i in reversed(lst):
        print(___)

word_list = [""Python"", ""is"", ""fun""]

print_list_reverse(word_list)",i
Create a python program to print out all combinations of elements from two lists.,"list1 = [1,2,3]
list2 = [5,6,7]","for i in list1:
    for j in list2:
        print(i, j)",Introduction Python,5135,"for i in list1:
    for j in list2:
        print(___)","i, j"
"Edit the following Python program to print all the numbers in a given list, one number per line.","[1, 2, 3, 4, 5]","list = [1, 2, 3, 4, 5]

for num in list:
    print(num)",Introduction Python,5209,"list = [1, 2, 3, 4, 5]

for num in list:
    print(___)",num
Create a function in Python to print a sorted list of the given input string.,Input string: computer,"def sortString(inputString): 
  
    words = inputString.split() 
    words.sort() 
  
    for i in words: 
        print(i) 
          
sortString(inputString)",Introduction Python,5223,"def sortString(inputString): 
  
    words = inputString.split() 
    words.sort() 
  
    for i in words: 
        print(___) 
          
sortString(inputString)",i
Write a Python function to convert USD to Euro and print the new value to the console.,Input amount: 12.5 USD,"def usd_to_euro(amount):
  euro = amount * 0.9
  print(amount, ""USD is equal to"", euro, ""Euros."")
  
usd_to_euro(12.5)",Introduction Python,5236,"def usd_to_euro(amount):
  euro = amount * 0.9
  print(___)
  
usd_to_euro(12.5)","amount, ""USD is equal to"", euro, ""Euros."""
Edit the given Python program to print 'Happy Holidays' 10 times.,"for i in range(10):
    print('Hello World')","for i in range(10):
    print('Happy Holidays')",Introduction Python,5276,"for i in range(10):
    print(___)",'Happy Holidays'
"Generate a Python program to print a numbers pyramid of size n, with the first line of the pyramid containing n consecutive numbers.",10,"n = int(input())
 
for i in range(1, n + 1):
 for j in range(1, i + 1):
  print(j, end="""")
 print("""")
 
for i in range(n - 1, 0, -1):
 for j in range(1, i + 1):
  print(j, end="""")
 print("""")",Introduction Python,5291,"n = int(input())
 
for i in range(1, n + 1):
 for j in range(1, i + 1):
  print(___)
 print("""")
 
for i in range(n - 1, 0, -1):
 for j in range(1, i + 1):
  print(j, end="""")
 print("""")","j, end="""""
Create a Python script to print out only the even numbers from a list of numbers.,"list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","for num in list: 
    if (num % 2 == 0):
        print(num, end = ' ')",Introduction Python,5299,"for num in list: 
    if (num % 2 == 0):
        print(___)","num, end = ' '"
Design an algorithm in Python to read in a matrix of integers and print the sum of each row.,"[[1, 2, 3],
[4, 5, 6], 
[7, 8, 9]]","def rowSum(matrix):
    row_sums = []
    for row in matrix:
        row_sum = 0
        for num in row:
            row_sum += num
        row_sums.append(row_sum)
    return row_sums

matrix = [[1, 2, 3],
          [4, 5, 6],
          [7, 8, 9]]

print(rowSum(matrix)) # [6, 15, 24]",Introduction Python,5303,"def rowSum(matrix):
    row_sums = []
    for row in matrix:
        row_sum = 0
        for num in row:
            row_sum += num
        row_sums.append(row_sum)
    return row_sums

matrix = [[1, 2, 3],
          [4, 5, 6],
          [7, 8, 9]]

print(___)) # [6, 15, 24]",rowSum(matrix
Create an algorithm in Python to print all the prime numbers between two given numbers.,"Range: (2, 10)","def printPrimeNumbers(start, end):
 
 for num in range(start, end + 1):
   if num > 1:
      for i in range(2, num):
          if (num % i) == 0:
              break
      else:
          print(num)
          
start = 2
end = 10
print(""Prime numbers between"", start, ""and"", end, ""are:"")
printPrimeNumbers(start, end)",Introduction Python,5327,"def printPrimeNumbers(start, end):
 
 for num in range(start, end + 1):
   if num > 1:
      for i in range(2, num):
          if (num % i) == 0:
              break
      else:
          print(___)
          
start = 2
end = 10
print(""Prime numbers between"", start, ""and"", end, ""are:"")
printPrimeNumbers(start, end)",num
Write a Python program to print food items along with their prices from a given dictionary of food items and prices.,"food_items = {
 'Burger': 3.99,
 'Fries': 1.99,
 'Pizza': 12.99 
}","for item, price in food_items.items():
 print(f'{item}: ${price}')",Introduction Python,5336,"for item, price in food_items.items():
 print(___)",f'{item}: ${price}'
Modify the given Python function to print out the reversed list first and then find the sum of the numbers.,"def reverse_list(numbers):
 return numbers[::-1]","def reverse_list(numbers):
 reversed_list = numbers[::-1]
 print(reversed_list)
 return sum(reversed_list)",Introduction Python,5370,"def reverse_list(numbers):
 reversed_list = numbers[::-1]
 print(___)
 return sum(reversed_list)",reversed_list
"Create a program in Python which will take in a list of strings, and print out the longest string in the list.","['foo', 'test', 'longstring', 'bar']","def longest_string(str_list): 
    longest_str = '' 
    for str in str_list: 
        if len(str) > len(longest_str): 
            longest_str = str 
  
    return longest_str 

string_list = ['foo', 'test', 'longstring', 'bar'] 
long_string = longest_string(string_list) 

print(long_string)",Introduction Python,5406,"def longest_string(str_list): 
    longest_str = '' 
    for str in str_list: 
        if len(str) > len(longest_str): 
            longest_str = str 
  
    return longest_str 

string_list = ['foo', 'test', 'longstring', 'bar'] 
long_string = longest_string(string_list) 

print(___)",long_string
Write a Python code to compare two list and print the elements which are common between them.,"list1 = [2, 3, 5, 8]
list2 = [1, 4, 5, 9]","list1 = [2, 3, 5, 8]
list2 = [1, 4, 5, 9]

common_elements =  [element for element in list1 if element in list2]

print(common_elements)",Introduction Python,5417,"list1 = [2, 3, 5, 8]
list2 = [1, 4, 5, 9]

common_elements =  [element for element in list1 if element in list2]

print(___)",common_elements
Modify this Python program to print the greatest common divisor of two numbers.,"num1 = 5, num2 = 6","def gcd(x, y):
    while y != 0:
        (x, y) = (y, x % y)
    return x

num1 = 5
num2 = 6

print(""GCD is:"", gcd(num1, num2))",Introduction Python,5421,"def gcd(x, y):
    while y != 0:
        (x, y) = (y, x % y)
    return x

num1 = 5
num2 = 6

print(___))","""GCD is:"", gcd(num1, num2"
Create a Python function to print out all the words in a given string with the letter e.,"str = ""Hello World""","def print_words_with_e(str): 
    words = str.split() 
    for word in words: 
        if 'e' in word: 
            print(word) 

print_words_with_e(str)",Introduction Python,5426,"def print_words_with_e(str): 
    words = str.split() 
    for word in words: 
        if 'e' in word: 
            print(___) 

print_words_with_e(str)",word
Optimize the following Python program to print numbers from 1 to 100 without using a loop.,"def print_numbers():
    num = 1
    while num <=100:
        print(num)
        num += 1","def print_numbers():
    if num <= 100:
        print(num)
        print_numbers(num + 1)

print_numbers(1)",Introduction Python,5435,"def print_numbers():
    if num <= 100:
        print(___)
        print_numbers(num + 1)

print_numbers(1)",num
"Using Python, create a program to print a random element from a list.","[""apple"", ""banana"", ""mango"", ""pear"", ""grape""]","import random

# list of fruits
fruits = [""apple"", ""banana"", ""mango"", ""pear"", ""grape""]

# generate a random index
randomIndex = random.randint(0, len(fruits)-1)

# select and print the random fruit
randomFruit = fruits[randomIndex]
print(""Random fruit: "" + randomFruit)",Introduction Python,5436,"import random

# list of fruits
fruits = [""apple"", ""banana"", ""mango"", ""pear"", ""grape""]

# generate a random index
randomIndex = random.randint(0, len(fruits)-1)

# select and print the random fruit
randomFruit = fruits[randomIndex]
print(___)","""Random fruit: "" + randomFruit"
